trip_id,datetime,city,driver_id,distance_km,duration_min,surge_multiplier,fare_uzs,status,payment_method,rating
T002935,2024-02-28 13:58:00,Samarqand,D0186,6.4,19.0,1.0,22 100,completed,card,5.0
T002251,2024-03-08 18:33:00,Toshkent,D0070,6.8,17.0,1.5,22 800,completed,cash,5.0
T003554,2024-01-20 23:16:00,Toshkent,D0235,2.2,4.0,1.0,12 800,COMPLETED,card,4.3
T001692,2024-03-17 18:17:00,Samarqand,D0011,2.3,5.0,2.0,16 900,completed,card,4.0
T002324,2024-01-06 17:59:00,Namangan,D0036,6.7,12.0,1.0,15 000,completed,card,4.2
T001141,2024-01-26 11:30:00,Andijon,D0067,3.4,5.0,1.0,,no_show,,
T004009,2024-02-06 09:12:00,Buxoro,D0169,6.1,18.0,1.0,21 400,completed,card,5.0
T000508,2024-01-20 20:19:00,Toshkent,D0063,1.2,2.0,1.0,6 800,Completed,card,4.5
T003194,2024-02-24 17:36:00,Buxoro,D0109,6.6,15.0,1.0,,cancelled,,
T001809,2024-01-18 07:27:00,Samarqand,D0212,2.4,7.0,1.0,13 300,Completed,card,4.3
T004006,2024-01-06 19:40:00,Namangan,D0216,3.6,10.0,1.0,15 900,completed,wallet,4.0
T002399,2024-02-02 20:02:00,Toshkent,D0126,3.2,,1.0,,completed,card,5.0
T002893,2024-03-24 19:36:00,Toshkent,D0004,9.5,20.0,1.3,37 600,completed,card,4.6
T003997,2024-01-13 17:35:00,Andijon,D0077,3.4,16.0,1.0,15 500,Completed,cash,4.6
T001333,2024-02-15 17:49:00,Samarqand,D0298,2.5,5.0,1.0,8 800,completed,wallet,4.4
T002049,2024-01-06 19:04:00,Toshkent,D0151,10.6,32.0,1.3,27 200,COMPLETED,cash,5.0
T001724,2024-03-07 09:10:00,Namangan,D0285,3.9,7.0,1.3,21 600,completed,card,5.0
T003406,2024-02-23 12:52:00,Toshkent,D0244,5.8,19.0,1.0,13 700,completed,card,5.0
T002318,2024-02-14 20:46:00,Toshkent,D0187,7.4,18.0,1.0,16 100,completed,cash,4.0
T003704,2024-01-03 13:40:00,Namangan,D0216,4.4,10.0,1.0,17 700,Completed,cash,4.5
T001817,2024-02-23 20:39:00,Toshkent,D0138,5.5,13.0,1.0,31 200,Completed,cash,4.0
T003127,2024-01-20 23:17:00,Samarqand,D0268,10.1,20.0,1.0,20 200,completed,card,3.8
T002661,2024-03-06 10:02:00,Samarqand,D0291,11.9,27.0,1.0,34 200,completed,wallet,4.4
T001871,2024-03-13 16:31:00,Toshkent,D0203,5.5,12.0,1.0,20 100,completed,cash,3.9
T004672,2024-03-17 00:00:00,Toshkent,D0015,3.6,7.0,1.0,10 400,completed,cash,4.7
T000618,2024-03-08 17:31:00,Buxoro,D0083,2.9,5.0,1.0,,no_show,,
T003481,2024-01-04 15:00:00,Toshkent,D0090,9.8,42.0,1.0,19 700,completed,cash,4.7
T002920,2024-03-18 00:18:00,Andijon,D0183,2.6,8.0,1.0,13 700,COMPLETED,card,4.3
T002305,2024-01-19 13:34:00,Buxoro,D0274,4.6,8.0,1.0,11 900,completed,wallet,4.5
T001430,2024-01-23 05:24:00,Toshkent,D0034,9.9,,1.0,19 800,Completed,wallet,4.2
T001980,2024-03-04 07:07:00,Namangan,D0231,3.0,8.0,1.0,9 500,completed,card,4.3
T002159,2024-03-07 17:30:00,Andijon,D0263,7.9,,1.0,39 600,completed,wallet,3.7
T004958,2024-02-29 19:07:00,Toshkent,D0135,4.2,8.0,1.0,11 300,COMPLETED,card,4.9
T003015,2024-02-22 07:27:00,Toshkent,D0195,3.5,6.0,1.0,15 700,Completed,card,3.9
T002644,2024-01-21 12:39:00,Namangan,D0121,5.2,12.0,1.0,,no_show,,
T004758,2024-03-30 20:29:00,Toshkent,D0062,1.9,4.0,1.0,7 800,completed,card,4.7
T002844,2024-01-24 00:25:00,Buxoro,D0282,7.2,25.0,1.0,15 800,completed,cash,3.9
T002123,2024-03-15 17:17:00,Buxoro,D0276,-1.0,13.0,1.0,12 500,completed,card,4.4
T003512,2024-03-13 18:26:00,Toshkent,D0049,7.7,23.0,1.3,21 500,completed,card,5.0
T001579,2024-01-19 13:31:00,Toshkent,D0043,15.9,41.0,1.0,67 600,completed,card,5.0
T004292,2024-03-22 18:26:00,Andijon,D0211,4.0,14.0,2.0,22 000,COMPLETED,wallet,4.9
T003898,2024-01-03 18:55:00,Toshkent,D0120,5.0,9.0,2.0,,cancelled,,
T002505,2024-01-30 18:20:00,Toshkent,D0194,5.5,15.0,1.0,,canceled,,
T001971,2024-01-04 17:11:00,Buxoro,D0094,3.0,8.0,1.0,9 500,completed,cash,4.6
T001715,2024-01-25 19:53:00,Toshkent,D0026,2.6,4.0,1.3,11 600,completed,card,4.9
T000838,2024-01-24 07:51:00,Toshkent,D0111,14.3,25.0,1.0,26 400,completed,card,4.8
T004149,2024-03-04 03:44:00,Toshkent,D0038,11.1,31.0,1.0,50 800,Completed,card,5.0
T001312,2024-03-04 09:01:00,Buxoro,D0082,6.1,10.0,1.3,,cancelled,,
T001901,2024-03-16 07:44:00,Namangan,D0036,6.2,13.0,1.0,14 300,completed,wallet,4.8
T002402,2024-01-07 08:46:00,Buxoro,D0273,5.8,12.0,1.0,13 700,Completed,card,5.0
T004759,2024-02-20 08:30:00,Toshkent,D0020,3.1,8.0,1.0,9 600,Completed,card,4.6
T003467,2024-01-06 20:42:00,Buxoro,D0094,2.8,11.0,1.0,9 200,completed,card,4.2
T000857,2024-03-21 06:52:00,Samarqand,D0025,4.5,10.0,1.0,11 800,Completed,card,3.6
T003047,2024-02-07 09:27:00,Buxoro,D0080,10.9,45.0,1.0,,no_show,,
T001520,2024-01-20 08:56:00,Toshkent,D0059,11.3,30.0,2.0,43 900,completed,cash,4.5
T000474,2024-01-27 08:03:00,Andijon,D0225,3.3,7.0,1.3,12 900,COMPLETED,card,4.0
T000316,2024-02-29 23:55:00,Buxoro,D0173,2.6,10.0,1.0,13 700,COMPLETED,card,4.7
T003499,2024-01-02 18:33:00,Toshkent,D0147,7.3,17.0,1.5,23 900,completed,card,4.7
T003203,2024-01-30 01:00:00,Samarqand,D0011,5.6,12.0,1.0,13 400,completed,wallet,4.1
T002835,2024-02-19 18:12:00,Toshkent,D0058,7.0,13.0,1.5,,no_show,,
T001514,2024-03-09 20:47:00,Namangan,D0002,4.6,13.0,1.0,11 900,completed,card,4.6
T001405,2024-03-17 22:45:00,Toshkent,D0252,9.2,19.0,1.0,18 800,completed,card,5.0
T002271,2024-02-23 11:48:00,Andijon,D0204,15.9,36.0,1.0,28 800,completed,card,4.1
T002279,2024-03-20 20:31:00,Samarqand,D0280,6.5,15.0,1.0,,completed,wallet,4.1
T003634,2024-02-21 22:59:00,Toshkent,D0195,5.6,9.0,1.0,20 300,completed,wallet,5.0
T001253,2024-01-04 19:55:00,Toshkent,D0062,3.4,8.0,1.3,13 100,completed,card,4.0
T003366,2024-03-15 10:00:00,Namangan,D0081,4.0,10.0,1.0,16 800,Completed,cash,5.0
T000394,2024-01-28 19:45:00,Toshkent,D0171,4.4,12.0,1.3,15 100,completed,cash,5.0
T003445,2024-03-05 17:22:00,Buxoro,D0137,18.4,41.0,1.0,32 600,Completed,cash,4.9
T000207,2024-03-05 17:13:00,Andijon,D0039,12.8,28.0,1.0,36 200,completed,cash,4.3
T001803,2024-02-07 18:46:00,Toshkent,D0199,6.5,15.0,1.3,19 200,completed,card,4.6
T000638,2024-01-16 17:52:00,Namangan,D0029,3.1,6.0,1.0,9 600,Completed,wallet,4.7
T000447,2024-03-29 18:45:00,Toshkent,D0145,8.0,13.0,1.5,60 000,completed,cash,5.0
T001225,2024-03-21 07:25:00,Toshkent,D0138,5.2,13.0,1.0,30 200,completed,wallet,4.6
T000659,2024-03-19 17:34:00,Andijon,D0035,2.6,,1.0,13 700,completed,card,4.4
T001320,2024-02-13 10:27:00,Samarqand,D0139,2.6,6.0,1.0,8 900,completed,cash,4.9
T002093,2024-01-28 20:08:00,Andijon,D0211,2.9,8.0,1.0,9 400,completed,card,3.4
T004379,2024-02-14 18:27:00,Andijon,D0017,4.4,15.0,1.0,27 400,completed,cash,4.9
T003075,2024-01-19 19:31:00,Toshkent,D0057,11.0,20.0,1.0,21 500,Completed,card,4.8
T002916,2024-03-19 21:22:00,Toshkent,D0058,3.9,7.0,1.0,10 800,completed,cash,5.0
T001606,2024-01-26 14:46:00,Toshkent,D0015,4.7,11.0,1.0,12 000,completed,card,4.6
T002919,2024-02-10 07:33:00,Namangan,D0255,4.7,16.0,1.0,18 300,completed,card,5.0
T002183,2024-02-20 18:35:00,Toshkent,D0108,-1.0,17.0,2.0,66 000,completed,card,5.0
T002424,2024-03-26 04:59:00,Buxoro,D0094,4.1,13.0,1.0,,completed,cash,5.0
T003398,2024-01-27 01:53:00,Toshkent,D0254,8.1,23.0,1.0,17 200,completed,card,4.5
T004302,2024-03-16 20:05:00,Buxoro,D0276,5.7,18.0,1.0,13 600,Completed,card,4.3
T000566,2024-03-16 18:16:00,Toshkent,D0145,11.3,22.0,1.5,77 300,completed,card,4.4
T001376,2024-02-25 03:51:00,Namangan,D0071,10.7,22.0,1.0,21 000,Completed,card,4.9
T000468,2024-01-23 17:41:00,Buxoro,D0055,6.8,15.0,1.0,15 200,completed,card,5.0
T000906,2024-02-22 07:53:00,Namangan,D0149,6.8,12.0,1.0,,cancelled,,
T003711,2024-01-03 20:24:00,Andijon,D0190,7.5,20.0,1.0,16 200,COMPLETED,card,5.0
T000737,2024-01-24 09:39:00,Samarqand,D0261,2.3,6.0,1.3,11 000,completed,card,4.8
T003272,2024-02-10 17:43:00,Toshkent,D0215,5.4,18.0,1.0,13 100,completed,cash,4.2
T001049,2024-02-01 10:50:00,Toshkent,D0140,7.4,15.0,1.0,16 100,completed,card,4.1
T002238,2024-01-26 17:24:00,Samarqand,D0139,8.1,15.0,1.0,17 200,Completed,wallet,4.0
T002311,2024-02-24 19:56:00,Namangan,D0231,7.0,15.0,1.5,23 200,completed,card,4.7
T003262,2024-01-04 06:22:00,Namangan,D0168,7.0,15.0,1.0,15 500,completed,cash,4.5
T003616,2024-02-20 17:05:00,Samarqand,D0298,1.2,4.0,1.0,6 800,COMPLETED,cash,4.0
T004203,2024-03-30 20:05:00,Namangan,D0042,5.0,10.0,1.0,12 500,Completed,cash,4.1
T004969,2024-03-15 19:10:00,Samarqand,D0091,4.5,12.0,1.0,11 800,Completed,card,4.1
T001446,2024-02-26 19:07:00,Toshkent,D0163,7.9,20.0,1.0,16 800,completed,card,4.8
T004097,2024-01-29 18:59:00,Toshkent,D0215,3.0,6.0,1.5,14 200,Completed,cash,4.5
T004766,2024-03-20 10:03:00,Samarqand,D0208,6.7,17.0,1.0,,Cancelled,,
T000125,2024-02-20 20:11:00,Samarqand,D0164,2.2,5.0,1.0,8 300,Completed,card,4.2
T000845,2024-01-21 09:00:00,Buxoro,D0094,7.7,23.0,1.3,21 500,completed,wallet,4.9
T001220,2024-03-13 18:15:00,Buxoro,D0080,3.1,7.0,1.3,12 500,completed,cash,5.0
T001945,2024-01-25 07:45:00,Andijon,D0136,7.6,18.0,1.0,,cancelled,,
T003575,2024-01-01 18:32:00,Andijon,D0077,4.9,16.0,1.3,24 400,COMPLETED,cash,4.2
T002833,2024-03-12 19:14:00,Toshkent,D0058,6.2,18.0,1.3,18 600,COMPLETED,wallet,5.0
T002363,2024-01-20 09:02:00,Toshkent,D0296,4.6,9.0,1.0,18 100,completed,card,4.7
T003847,2024-01-15 03:54:00,Samarqand,D0011,6.4,12.0,1.0,14 600,COMPLETED,cash,4.6
T003270,2024-01-28 22:43:00,Andijon,D0249,2.9,5.0,1.0,,cancelled,,
T002383,2024-03-06 22:35:00,Buxoro,D0169,5.4,11.0,1.0,19 900,COMPLETED,card,4.1
T000983,2024-03-18 15:20:00,Namangan,D0121,5.7,11.0,1.0,20 500,Completed,cash,4.5
T003173,2024-03-04 10:01:00,Toshkent,D0073,5.7,16.0,1.0,13 600,completed,card,4.1
T002627,2024-02-26 02:31:00,Andijon,D0077,9.4,18.0,1.0,28 700,Completed,cash,5.0
T004366,2024-01-14 19:35:00,Andijon,D0249,5.9,18.0,1.5,20 800,Completed,cash,5.0
T000132,2024-01-23 20:55:00,Toshkent,D0049,10.9,24.0,1.0,21 400,completed,wallet,5.0
T001725,2024-01-14 12:18:00,Buxoro,D0064,3.0,9.0,1.0,22 500,completed,wallet,4.3
T003888,2024-03-20 19:04:00,Toshkent,D0051,7.1,13.0,1.0,23 600,COMPLETED,cash,5.0
T000056,2024-01-27 18:36:00,Buxoro,D0236,5.2,11.0,1.0,12 800,completed,cash,3.9
T001793,2024-03-12 18:23:00,Toshkent,D0233,8.2,15.0,1.0,17 300,completed,card,4.6
T003018,2024-01-14 08:36:00,Toshkent,D0159,3.9,7.0,1.0,25 600,COMPLETED,wallet,4.8
T004134,2024-01-19 17:58:00,Toshkent,D0247,3.7,7.0,1.0,10 600,completed,card,4.8
T003043,2024-02-07 11:05:00,Toshkent,D0099,3.9,9.0,1.0,10 800,COMPLETED,card,4.2
T003450,2024-01-24 13:33:00,Toshkent,D0097,5.9,11.0,1.0,32 600,completed,cash,4.5
T004763,2024-02-14 19:07:00,Buxoro,D0191,2.7,5.0,1.3,,cancelled,,
T001054,2024-02-09 07:22:00,Toshkent,D0252,9.3,18.0,1.0,19 000,Completed,cash,3.9
T001362,2024-02-12 17:22:00,Toshkent,D0217,3.6,,1.0,10 400,Completed,card,4.7
T000198,2024-02-29 07:32:00,Toshkent,D0199,4.0,13.0,1.0,,Cancelled,,
T001573,2024-01-17 08:41:00,Toshkent,D0159,2.1,4.0,2.0,38 700,completed,wallet,4.4
T002135,2024-02-14 17:30:00,Toshkent,D0185,6.6,16.0,1.0,14 900,completed,card,4.5
T003369,2024-01-01 19:59:00,Samarqand,D0139,6.0,11.0,2.0,28 000,completed,card,4.0
T001791,2024-03-27 12:43:00,Andijon,D0118,2.9,7.0,1.0,22 200,Completed,card,4.1
T004324,2024-02-01 09:41:00,Namangan,D0042,7.2,38.0,1.0,,cancelled,,
T000407,2024-01-06 18:53:00,Toshkent,D0147,10.0,45.0,1.0,20 000,completed,cash,5.0
T002812,2024-03-12 01:02:00,Toshkent,D0059,4.2,8.0,1.0,11 300,COMPLETED,card,4.6
T000881,2024-02-29 10:00:00,Toshkent,D0070,8.2,32.0,1.0,17 300,Completed,cash,4.7
T001764,2024-02-15 05:23:00,Toshkent,D0076,8.5,17.0,1.0,17 800,Completed,card,3.8
T000148,2024-02-24 22:33:00,Toshkent,D0133,12.8,31.0,1.0,24 200,completed,card,4.9
T001257,2024-03-04 11:56:00,Buxoro,D0277,3.6,12.0,1.0,15 900,Completed,card,4.9
T000330,2024-03-07 18:29:00,Toshkent,D0016,3.1,6.0,1.5,14 500,completed,card,5.0
T000981,2024-02-10 16:01:00,Buxoro,D0055,6.4,23.0,1.0,14 600,completed,card,4.6
T004726,2024-01-25 06:43:00,Toshkent,D0038,7.6,47.0,1.0,38 600,completed,card,4.9
T000879,2024-02-07 19:42:00,Toshkent,D0130,3.8,7.0,1.0,10 700,completed,cash,4.9
T003266,2024-03-23 10:57:00,Samarqand,D0280,2.8,6.0,1.0,9 200,completed,card,4.2
T004559,2024-03-20 20:57:00,Namangan,D0232,3.6,8.0,1.0,10 400,completed,card,3.7
T002047,2024-01-04 19:49:00,Toshkent,D0034,4.0,10.0,2.0,22 000,completed,card,4.3
T001588,2024-03-07 20:54:00,Andijon,D0294,1.7,5.0,1.0,,Cancelled,,
T001859,2024-02-15 21:27:00,Samarqand,D0091,9.4,20.0,1.0,19 100,completed,card,3.6
T003778,2024-02-25 19:29:00,Namangan,D0132,5.5,13.0,1.5,,cancelled,,
T002195,2024-01-20 17:57:00,Toshkent,D0259,4.6,8.0,1.0,18 100,completed,wallet,5.0
T002260,2024-03-29 17:23:00,Namangan,D0265,3.2,7.0,1.0,9 800,completed,card,4.9
T000108,2024-01-12 20:12:00,Toshkent,D0233,3.5,7.0,1.0,10 200,completed,cash,4.3
T001932,2024-03-28 08:25:00,Andijon,D0017,4.5,10.0,1.0,27 800,completed,card,5.0
T002736,2024-01-12 20:00:00,Samarqand,D0047,7.3,19.0,1.0,16 000,completed,wallet,5.0
T003731,2024-01-01 07:14:00,Toshkent,D0038,5.2,13.0,1.0,30 200,Completed,card,5.0
T003168,2024-03-01 20:58:00,Namangan,D0006,3.0,6.0,1.0,9 500,completed,cash,4.1
T003886,2024-03-24 08:24:00,Namangan,D0202,7.6,55.0,1.0,38 600,completed,card,5.0
T001845,2024-01-21 20:15:00,Namangan,D0143,4.7,8.0,1.0,12 000,completed,card,3.3
T000304,2024-02-11 14:59:00,Toshkent,D0154,3.9,,1.0,10 800,COMPLETED,wallet,4.4
T002529,2024-01-29 08:32:00,Samarqand,D0280,2.3,6.0,2.0,16 900,completed,wallet,4.4
T003351,2024-01-09 00:23:00,Samarqand,D0078,3.2,5.0,1.0,9 800,completed,cash,4.5
T001585,2024-01-19 01:16:00,Toshkent,D0020,6.0,13.0,1.0,14 000,Completed,cash,4.7
T003247,2024-01-13 20:04:00,Namangan,D0075,5.2,12.0,1.0,,cancelled,,
T003990,2024-01-21 10:52:00,Toshkent,D0195,7.4,17.0,1.0,24 300,completed,wallet,4.2
T003591,2024-02-21 20:14:00,Toshkent,D0126,4.5,15.0,1.0,27 800,completed,card,4.3
T001246,2024-01-14 06:20:00,Buxoro,D0178,5.0,10.0,1.0,,cancelled,,
T004655,2024-01-21 12:52:00,Namangan,D0106,4.1,11.0,1.0,11 200,Completed,card,5.0
T001624,2024-03-04 19:40:00,Toshkent,D0138,5.2,23.0,2.0,60 400,Completed,card,4.2
T000725,2024-02-05 00:44:00,Toshkent,D0044,6.8,21.0,1.0,15 200,completed,cash,4.2
T002113,2024-02-17 14:49:00,Namangan,D0288,9.6,19.0,1.0,19 400,completed,card,4.6
T000220,2024-03-17 07:52:00,Samarqand,D0268,3.1,7.0,1.0,9 600,completed,card,4.4
T004314,2024-02-27 14:59:00,Toshkent,D0079,4.6,11.0,1.0,11 900,Completed,wallet,4.4
T001878,2024-01-31 09:09:00,Toshkent,D0264,10.6,21.0,1.0,31 300,completed,card,4.8
T000607,2024-02-19 07:20:00,Toshkent,D0220,3.6,12.0,1.0,,completed,cash,4.1
T002384,2024-03-24 19:53:00,Toshkent,D0063,7.4,18.0,1.3,20 900,COMPLETED,card,4.1
T000514,2024-02-12 20:32:00,Samarqand,D0291,2.0,6.0,1.0,12 400,Completed,cash,5.0
T002815,2024-02-01 17:51:00,Toshkent,D0201,4.0,11.0,1.0,16 800,completed,card,4.8
T001360,2024-03-16 14:21:00,Toshkent,D0244,7.1,17.0,1.0,15 600,completed,card,4.2
T000882,2024-03-28 20:50:00,Samarqand,D0012,2.5,7.0,1.0,13 500,completed,card,4.9
T003832,2024-02-26 08:26:00,Toshkent,D0031,3.2,7.0,1.3,12 700,completed,cash,5.0
T002314,2024-01-10 07:13:00,Toshkent,D0097,10.4,23.0,1.0,48 400,completed,card,3.7
T004889,2024-03-09 17:24:00,Toshkent,D0201,3.7,8.0,1.0,16 100,COMPLETED,card,5.0
T000136,2024-03-10 18:07:00,Buxoro,D0262,5.5,12.0,1.5,30 200,completed,wallet,4.0
T001073,2024-02-28 19:23:00,Samarqand,D0018,1.8,4.0,1.3,15 500,completed,card,5.0
T004725,2024-02-09 19:58:00,Namangan,D0288,3.5,11.0,1.5,15 400,COMPLETED,wallet,5.0
T004816,2024-01-20 07:56:00,Namangan,D0284,3.6,8.0,1.0,10 400,completed,card,4.5
T001063,2024-03-25 13:15:00,Namangan,D0216,4.4,11.0,1.0,17 700,Completed,card,4.1
T002926,2024-01-17 10:45:00,Namangan,D0149,8.4,20.0,1.0,17 600,Completed,cash,4.7
T000798,2024-01-22 18:43:00,Namangan,D0029,13.0,26.0,1.3,31 800,COMPLETED,card,4.2
T001772,2024-01-17 10:22:00,Andijon,D0115,2.1,4.0,1.0,12 600,COMPLETED,card,4.7
T002245,2024-03-04 10:09:00,Toshkent,D0015,7.0,13.0,1.0,15 500,Completed,cash,5.0
T004193,2024-02-02 08:09:00,Buxoro,D0178,4.8,12.0,1.5,18 300,completed,card,4.1
T001884,2024-01-28 18:17:00,Toshkent,D0238,1.6,4.0,1.0,11 500,completed,wallet,5.0
T001399,2024-01-16 08:16:00,Namangan,D0071,5.5,14.0,1.5,,Completed,card,3.8
T002066,2024-01-12 18:26:00,Toshkent,D0044,3.5,7.0,2.0,20 500,completed,card,5.0
T004079,2024-02-25 23:34:00,Andijon,D0190,2.2,4.0,1.0,8 300,COMPLETED,cash,3.9
T002497,2024-03-02 19:06:00,Namangan,D0232,12.3,36.0,1.0,23 400,COMPLETED,card,4.2
T000802,2024-02-20 07:08:00,Andijon,D0067,4.7,11.0,1.0,12 000,Completed,wallet,4.2
T001976,2024-02-04 19:41:00,Buxoro,D0129,6.4,13.0,1.3,19 000,COMPLETED,cash,4.9
T001755,2024-03-02 19:01:00,Toshkent,D0043,4.3,9.0,1.3,35 200,COMPLETED,card,4.4
T001440,2024-03-19 08:36:00,Buxoro,D0271,6.3,10.0,1.0,21 900,COMPLETED,cash,4.5
T003522,2024-01-21 18:48:00,Andijon,D0115,4.8,20.0,1.3,24 100,completed,cash,4.6
T002817,2024-02-10 10:00:00,Toshkent,D0119,8.3,22.0,1.0,17 400,completed,cash,5.0
T000131,2024-03-07 19:54:00,Andijon,D0054,5.2,10.0,1.0,,cancelled,,
T003097,2024-02-17 19:34:00,Toshkent,D0176,4.8,15.0,1.0,,cancelled,,
T001629,2024-03-13 07:19:00,Toshkent,D0072,-3.0,,1.0,19 000,COMPLETED,cash,5.0
T001543,2024-03-30 18:51:00,Samarqand,D0261,2.2,5.0,1.0,8 300,completed,card,4.6
T004872,2024-02-14 08:54:00,Samarqand,D0088,3.6,21.0,1.3,20 700,Completed,cash,4.9
T001847,2024-02-18 16:08:00,Andijon,D0256,2.6,8.0,1.0,8 900,COMPLETED,cash,5.0
T001646,2024-01-16 19:09:00,Buxoro,D0173,6.7,13.0,1.3,29 600,completed,card,4.7
T003668,2024-01-02 08:37:00,Toshkent,D0167,5.3,11.0,1.5,19 400,COMPLETED,card,4.5
T003754,2024-01-15 17:15:00,Toshkent,D0072,9.9,23.0,1.0,19 800,Completed,card,4.9
T000936,2024-01-22 18:28:00,Toshkent,D0112,3.5,6.0,1.3,13 300,completed,wallet,4.7
T000815,2024-02-24 07:30:00,Toshkent,D0233,2.9,10.0,1.0,9 400,completed,card,4.3
T003340,2024-03-11 07:56:00,Toshkent,D0217,3.8,9.0,1.0,10 700,completed,cash,4.8
T002472,2024-03-04 08:27:00,Samarqand,D0208,12.3,,2.0,,no_show,,
T001497,2024-02-16 03:31:00,Toshkent,D0229,2.4,5.0,1.0,13 300,completed,wallet,5.0
T000111,2024-01-07 18:34:00,Toshkent,D0163,6.1,16.0,1.0,14 200,completed,card,4.5
T002297,2024-02-18 15:08:00,Buxoro,D0173,2.5,6.0,1.0,13 500,completed,wallet,4.3
T002693,2024-02-27 10:19:00,Buxoro,D0083,7.8,20.0,1.0,16 700,Completed,cash,4.4
T000682,2024-02-03 14:08:00,Buxoro,D0105,4.5,12.0,1.0,17 900,Completed,card,4.1
T001634,2024-03-01 19:31:00,Toshkent,D0090,1.9,4.0,1.0,7 800,COMPLETED,card,4.2
T000319,2024-01-04 08:03:00,Toshkent,D0241,6.2,13.0,2.0,67 400,completed,cash,4.4
T000826,2024-02-23 07:16:00,Toshkent,D0032,8.0,20.0,1.0,17 000,COMPLETED,cash,4.3
T003390,2024-02-16 18:20:00,Toshkent,D0247,6.2,12.0,2.0,,cancelled,,
T003544,2024-03-29 17:33:00,Buxoro,D0105,7.3,26.0,1.0,24 100,Completed,card,4.1
T002840,2024-02-17 07:30:00,Toshkent,D0229,4.9,13.0,1.0,,cancelled,,
T004408,2024-02-09 18:46:00,Toshkent,D0026,6.4,15.0,1.3,19 000,COMPLETED,wallet,4.3
T001241,2024-01-29 10:39:00,Buxoro,D0094,8.3,19.0,1.0,17 400,Completed,card,4.8
T004755,2024-01-04 22:04:00,Buxoro,D0069,4.3,8.0,1.0,11 400,Completed,wallet,4.6
T000232,2024-02-18 17:53:00,Samarqand,D0170,12.9,29.0,1.0,24 400,completed,card,3.9
T004161,2024-01-22 19:30:00,Toshkent,D0150,6.8,22.0,1.3,29 800,completed,cash,3.5
T001414,2024-03-14 23:24:00,Toshkent,D0244,6.5,19.0,1.0,14 800,completed,card,4.7
T003478,2024-03-24 04:16:00,Toshkent,D0098,5.5,12.0,1.0,13 200,completed,card,5.0
T000178,2024-01-25 09:16:00,Toshkent,D0056,4.4,13.0,1.3,15 100,completed,cash,5.0
T003969,2024-02-11 07:40:00,Toshkent,D0063,3.3,8.0,1.0,10 000,completed,card,5.0
T004934,2024-03-09 17:01:00,Samarqand,D0089,2.9,7.0,1.0,,Completed,card,4.6
T000573,2024-01-11 20:06:00,Buxoro,D0277,2.9,7.0,1.0,14 400,completed,cash,5.0
T004697,2024-01-25 17:41:00,Buxoro,D0080,2.0,6.0,1.0,,cancelled,,
T004778,2024-01-11 09:08:00,Toshkent,D0217,6.9,14.0,1.3,20 000,Completed,cash,4.8
T003611,2024-02-01 20:05:00,Toshkent,D0264,7.6,23.0,1.0,,cancelled,,
T000918,2024-03-17 15:40:00,Toshkent,D0098,4.1,15.0,1.0,11 200,completed,card,4.0
T004063,2024-03-01 20:19:00,Toshkent,D0296,3.3,14.0,1.0,15 300,completed,cash,4.3
T002395,2024-03-01 10:14:00,Buxoro,D0300,6.0,16.0,1.0,33 000,completed,cash,4.9
T003201,2024-01-27 07:52:00,Namangan,D0075,2.5,4.0,1.0,13 500,Completed,wallet,3.6
T002958,2024-02-03 19:47:00,Toshkent,D0192,2.7,7.0,1.0,9 000,completed,card,4.6
T003863,2024-02-15 19:54:00,Toshkent,D0247,12.2,36.0,1.3,30 300,completed,card,4.0
T003013,2024-02-04 03:45:00,Toshkent,D0174,5.1,7.0,1.0,12 600,Completed,cash,4.5
T004609,2024-03-27 18:24:00,Toshkent,D0119,5.9,,1.5,20 800,completed,card,4.9
T003322,2024-02-29 13:19:00,Andijon,D0287,0.0,5.0,1.0,8 600,Completed,card,4.6
T003569,2024-02-13 10:24:00,Toshkent,D0008,2.2,4.0,1.0,8 300,completed,card,3.9
T001345,2024-02-28 20:42:00,Buxoro,D0064,11.8,33.0,1.0,53 300,completed,wallet,4.9
T000984,2024-01-06 05:46:00,Andijon,D0263,3.3,6.0,1.0,23 600,Completed,card,5.0
T002554,2024-01-31 01:12:00,Samarqand,D0280,5.8,15.0,1.0,13 700,COMPLETED,card,4.5
T000248,2024-01-02 17:01:00,Namangan,D0071,10.8,25.0,1.0,21 200,completed,card,4.4
T004152,2024-03-12 07:15:00,Toshkent,D0187,2.6,7.0,1.0,8 900,Completed,cash,3.8
T003982,2024-03-20 06:14:00,Samarqand,D0139,11.9,29.0,1.0,22 800,COMPLETED,card,5.0
T001942,2024-02-11 03:19:00,Toshkent,D0221,11.1,36.0,1.0,32 400,Completed,cash,4.5
T002988,2024-02-20 03:08:00,Toshkent,D0142,11.5,20.0,1.0,22 200,Completed,wallet,5.0
T004679,2024-02-16 18:48:00,Andijon,D0066,10.3,27.0,1.0,,cancelled,,
T004287,2024-03-30 19:30:00,Samarqand,D0293,12.6,22.0,1.0,,completed,wallet,3.4
T002361,2024-03-07 10:48:00,Samarqand,D0293,3.7,7.0,1.0,16 100,Completed,card,5.0
T001042,2024-02-09 17:16:00,Toshkent,D0133,9.2,26.0,1.0,18 800,COMPLETED,card,5.0
T002206,2024-02-27 18:08:00,Andijon,D0003,7.3,16.0,1.3,20 700,Completed,card,4.2
